Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Benin,BEN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,-19.01826593,4.544838083,24.63776649,9.302377962,27.12691707,28.45188288,24.75563289,5.482778209,8.663286457,8.200985439,19.64148355,7.917496757,-1.256567422,1.231493542,6.081880948,-6.584150266,9.517473118,5.717830844,27.48439545,17.97003909,9.442433246,-23.29615426,-26.03938671,0.118345464,17.96690399,-13.51454633,-8.328471935,3.281155469,-23.04159286,35.37047242,26.25345544,19.28814018,8.338297289,-11.9084565,5.506115156,-10.4627286,11.43522128,9.877952823,16.61156696,-10.58255346,13.4468278,-3.442545939,5.118192917,-3.801751632,-4.408372584,7.42446225,30.30217983,4.21380628,4.741797402,7.34962107,-4.566596877,11.36228946,30.77100511,14.69169589,-0.967773147,3.30332906,14.32323235,4.838686171,3.393947941,-19.79280491,16.79296884,18.4601367,
Burkina Faso,BFA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,1.984962564,19.48255113,14.12924222,5.715630301,-11.7114973,19.40801809,6.83766682,3.999150338,2.692965007,18.35277537,-8.86033611,26.04068745,0.275306042,0.899796189,10.07397409,7.258557653,-2.255936984,-12.82030628,-6.863011031,24.8152682,6.160971966,-2.749689099,2.503456577,-12.01289913,5.568897755,-0.861015322,-12.02690968,6.249520366,-14.53761836,12.17283362,11.55970998,1.094884244,21.7969063,-9.20558145,-4.249220945,-10.51109107,5.316687522,0.108473754,21.16315759,7.952327265,2.376645189,4.16150587,17.35310544,12.59483542,24.99733665,20.2124522,18.51337587,11.87271799,-8.904717734,11.17041041,7.321422302,10.10692847,8.501281023,3.354446347,1.329306355,6.552224442,6.113218789,
Bangladesh,BGD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,32.31387339,-0.770334492,16.9471087,16.31648349,-0.403626624,4.059256517,16.83681467,-5.497771847,8.061735867,11.86173729,-21.60488051,-0.109838574,-50.39552591,-37.33720282,-10.82542439,37.62887924,-44.67329682,58.65672158,10.96334255,33.43829917,-52.51149738,9.404472311,-4.147422473,-6.468242325,7.241936504,-4.158554732,5.701788503,7.492710515,15.04712721,9.312708168,-15.01744409,-8.790663437,37.41890616,-6.11108228,48.39639524,14.10956062,3.041216158,4.470970651,2.305577787,10.23392459,12.84862892,-4.84742393,8.549548348,84.74948725,38.06278676,18.19044873,15.98603514,-1.901232519,-2.599654974,0.686454981,29.1529647,10.51855917,1.218151546,1.168323867,3.202705182,-7.091884622,5.164200015,23.93497773,0.50548511,-11.40956195,15.26594174,31.18308636,
Bulgaria,BGR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,7.515258389,-1.475649855,5.376759426,9.554337843,10.99342467,2.671490271,7.667552342,-12.49393806,-13.00483632,-69.50361749,-66.14780014,20.48551443,9.299076401,-13.12315874,31.82190952,-1.344953901,-0.446757439,-2.239080736,16.47309269,-9.656162497,12.56152747,6.291000439,15.1509607,26.24329164,14.348005,15.91531563,22.61630916,4.864036045,-21.5083059,-0.301868741,9.615937,5.378698316,4.335796209,5.145459767,4.733573533,5.110285737,7.40305064,5.761363695,5.224122469,-4.307969084,10.73721963,14.96913015,
Bahrain,BHR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.121390736,19.10223602,0.4256996,0.985842477,8.587716437,2.634355803,4.442295457,17.79749809,-13.16563519,17.30613937,41.36196568,27.70115653,3.098174864,-7.386769694,-5.668837534,-3.153373681,7.602176288,5.724352828,-5.567785582,-0.701564257,15.18519815,,
"Bahamas, The",BHS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.411986914,-3.833349783,-7.310164097,-0.823482704,7.267019515,3.043017702,10.20672865,35.98867101,13.37882978,2.972855524,5.48341962,-3.776195466,-2.771350012,0.340320466,3.540063216,14.27783916,12.20818424,-3.684349301,-5.897126126,-12.20892728,-0.391642714,7.465406682,1.347950147,-1.49071375,7.742067397,-5.936782484,7.036676562,7.803807038,-2.159603125,-3.781425143,-27.36718575,10.26893972,1.701221128,
Bosnia and Herzegovina,BIH,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.952491456,2.833513675,6.237873061,6.536627576,10.43013698,-0.300998474,17.57704334,10.13150261,-14.34320748,2.478604857,2.916523256,0.61515675,-0.056102202,7.575608884,1.782180254,7.194777827,7.651177579,3.947073341,1.314729956,-13.42491177,20.46772979,6.315637234,
Belarus,BLR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.199997186,-42.99999975,-20.5999953,-11.40000937,-31.39999701,10.79999237,26.50000157,-1.899988818,-0.200005929,13.40000358,12.77688558,10.20495308,13.40049076,19.35061406,-1.100222441,21.58825448,7.325811624,16.50022998,-9.122576543,12.22539559,18.50000313,10.90004112,-4.199996021,2.006911446,-10.62777333,-1.399967443,11.14578174,25.25957725,5.104001138,-7.350784159,5.745600682,-18.05765089,
Belize,BLZ,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,1.005739773,-18.80972335,-10.216676,16.45718356,-15.65181001,1.896731689,28.28910104,20.14519465,13.82972905,-3.613129044,22.29108395,-10.3871416,2.141432307,6.319214106,-5.216893027,5.518453976,12.11582474,10.44465809,24.60261209,20.09088127,-0.798864867,2.618489593,2.113070365,-7.456990421,6.655726246,0.462339099,-1.137418742,9.39559739,-15.71126624,3.167721975,12.95507895,7.191881477,8.941169328,3.377376014,9.350744114,-0.689625715,-2.143409603,0.066212819,5.297664227,-22.91199366,32.14610996,10.23904756,
Bermuda,BMU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.489068832,6.173863654,-3.255841993,4.511147976,1.213755755,-21.26849434,8.643084151,8.553259141,
Bolivia,BOL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,5.855018594,18.43722563,7.712765956,-4.320987651,32.06451612,9.086468003,8.687863859,0.947672026,1.306122447,-4.834810637,14.00053831,10.89206312,2.008445406,-9.990607716,19.43188406,-0.459502314,-0.861480446,3.98084995,-1.176285085,-20.8762712,8.216358383,-25.20570182,-13.15657241,24.23752756,20.77349128,8.94389985,7.733984455,-0.175872773,0.321761788,10.24342428,12.58931466,9.924007622,-0.728404693,-0.644617597,8.919659169,7.940258604,13.53910694,22.31075609,-17.1408662,4.669918401,-5.040017062,13.09500938,0.915024858,5.46547028,14.78658982,5.160396764,4.372376308,9.43464483,-10.20909522,11.04106006,17.01021798,4.280905806,8.179371982,15.08279709,-5.405577289,-4.192668128,5.580685277,1.932755747,1.524660892,-24.9630245,15.69794695,8.802541208,
Brazil,BRA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,-3.488433087,-1.204311861,-2.438795682,-12.50040827,-14.28624841,31.6662865,7.595033742,23.52869579,11.42878213,36.66512216,19.69021704,20.12583831,20.41140692,28.24208333,-4.423987707,-1.162955586,-7.722505246,4.40296835,8.397000911,0.68653749,-12.36131882,-6.004328655,-17.44749628,-2.983771905,0.053821818,28.62392227,-2.942933223,-1.110275731,8.976805003,10.9445418,11.09678183,4.523364279,26.77738489,20.34622409,30.68487708,5.594315151,14.59507691,-0.05666123,-15.09414548,10.79858668,3.331402862,-13.307269,-0.483497189,10.36404524,7.46133299,17.76258459,19.55759864,17.02571028,-7.601967491,33.63902469,9.393263478,1.130851734,6.669679307,-2.271895593,-14.19063686,-10.34293282,6.716940721,7.742778939,1.332566069,-9.476639005,12.02884929,0.808070799,
Barbados,BRB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.94770186,14.30971003,24.15515757,3.431951545,-7.34553787,15.88046432,21.16368324,-16.65787107,-13.44449255,-3.633260633,-6.233475803,3.183004051,13.34449979,-8.074226305,-3.138126831,10.17372098,4.092826968,13.21432604,10.96740673,-0.802187058,-0.268058695,33.71603521,20.59244419,14.5247419,-30.8983525,-11.71090118,2.713349185,1.286150149,28.0724885,13.76604158,-2.05506529,29.46380965,9.538893345,
Bhutan,BTN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.88267375,38.04830049,-54.58204756,5.903370644,25.08882453,22.20259691,19.69217548,25.42428198,19.02680198,4.170498666,8.915167817,17.07871835,12.01856794,28.52233808,12.98582669,-2.115229664,10.96453689,2.751104337,14.34560691,28.73615298,5.959608967,-7.124528895,-1.785062914,-3.272563759,13.4815666,-6.624492363,-0.397448006,1.537745028,-3.364404142,-9.056916589,8.962096002,,
Botswana,BWA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,11.1774571,9.836064239,14.51628503,12.31056858,6.433576434,4.809600574,-0.527945887,-0.649437917,10.47245615,7.622934522,1.98877626,13.47708799,25.15685179,22.73238958,10.47017132,-5.624349073,-13.75291359,-2.765842738,5.119625241,13.12571297,-4.935139511,34.89144254,14.95745693,-3.585867817,-1.936435552,-1.526378101,2.001081593,-7.300212854,17.61760289,-4.935680831,0.04415682,32.40376133,39.68456333,-8.574011871,11.02007528,11.10679193,25.25897863,14.30765311,-1.319700826,5.836095011,-20.9216312,-12.94888649,15.91671435,11.5721876,4.952489397,2.343554171,-11.77528491,
Central African Republic,CAF,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.08772682,-2.634051696,4.898876873,-38.69997215,58.94116025,10.34646441,5.232361825,16.08536076,-5.433372851,4.918366632,1.00456114,-9.0675858,7.004894134,
Canada,CAN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,2.252394605,1.765311377,12.61315916,13.3605784,13.29332068,5.481248505,10.18067296,13.33042474,-2.447088784,6.885064367,14.26248555,15.06106477,9.83856297,-3.271745855,6.194731552,-0.53644378,3.35403518,6.954087808,-3.126653913,2.413891321,-15.85707896,10.18630903,17.45083211,8.333292315,6.693573999,5.402885038,13.48464165,5.771352844,1.830169094,2.588314395,5.21398799,7.492698724,8.308754118,5.822102404,5.395795169,14.39914356,5.309811948,8.076367987,8.524179748,-4.87960771,1.882048815,4.241936617,8.520536708,7.340140744,5.316006134,5.783604036,0.912583987,-12.41221792,13.78412436,5.592303553,3.677597038,2.081262197,2.516530111,0.759807837,0.052144669,4.781135606,3.497828528,-0.108156533,-9.417155399,8.137415316,7.638415038,
Central Europe and the Baltics,CEB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.22391353,15.47359955,10.29628609,2.219956257,10.93722009,6.038753224,6.503156997,10.13385788,16.77854664,10.78543048,16.2518971,16.01263739,5.841652066,-16.48381527,12.31386186,7.182932256,0.451605485,3.128200965,7.776309088,6.302435208,6.365063001,8.389466753,6.788074338,4.409161883,-5.096250083,14.03786043,8.767907121,
Switzerland,CHE,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,6.223999996,7.275192034,6.500983857,-0.975610677,-15.35081788,13.05441962,9.25152915,10.92576134,6.853404115,7.198108362,7.412132896,2.196492258,1.029924412,5.894521846,6.071030535,11.41657304,-1.361892586,5.660640861,7.176410412,5.878442085,-3.198866618,1.237409288,-1.308231709,4.507200241,5.855246502,3.939620383,10.35672011,5.321808957,3.984204672,8.136385213,1.415936143,-1.916546487,0.604667726,4.930422711,9.618613911,2.842552705,5.863802282,4.398986837,-2.741008484,7.990134014,8.936500347,-2.107339374,12.26870583,-6.763753627,4.95156354,5.285861133,-0.387211823,0.750562845,0.278380802,-3.180149272,5.704490835,6.180669124,
Channel Islands,CHI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,11.79325309,-7.562349317,2.556930224,10.62455589,-2.111074673,36.15577558,-9.175120359,9.062347993,14.06576111,0.999673176,8.4683683,3.166853993,-5.357463444,3.411059391,-38.45937457,4.187458703,35.51649652,17.43394341,22.79488215,18.88647484,15.82320757,-35.08380615,-18.3765052,12.89146929,-9.780573678,7.913842353,18.60978813,12.79328503,25.03842194,5.808787231,6.952423272,21.80784925,14.18138585,10.11903441,24.98104036,11.83295339,13.1078478,6.876699972,-9.893566878,10.56938916,4.997117316,1.837793384,7.872954906,19.50611306,18.3702136,12.5362641,13.75413501,10.85793718,-17.70094007,25.24268373,15.83895248,3.81567111,1.858078726,-6.581306902,-0.854175251,1.169432934,4.454601413,8.604211158,-1.734780585,-12.32563324,31.79675452,0.852211503,
China,CHN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.55854415,10.2732522,-1.704858031,-1.710760303,-7.249693644,-3.0282759,-5.083448453,12.94475822,8.066745736,-0.452737656,0.368722067,-0.944850248,15.00188182,13.73268409,-20.24370695,27.72061318,-9.836344279,-1.410545434,13.93610818,0.04367448,6.302003082,4.3890698,2.748418556,6.05707259,13.40849089,6.837880155,
Cameroon,CMR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,-1.883709412,-0.250405374,-10.20919499,4.287025067,11.03999418,1.769904571,-7.005728808,15.92834918,-0.440933551,9.962977984,21.40965698,-0.884505655,-9.146639489,0.30672515,5.385607117,10.74350918,10.48762245,8.684418204,11.37271959,-0.851306373,50.04196131,-8.507634913,1.732452718,26.58128501,7.076170669,16.90000047,-2.400006131,-20.39999679,-16.20000303,10.10000544,3.40000262,-19.4000023,35.10573946,48.77811049,5.941278209,31.48055955,22.50828362,-6.634816914,-0.366146565,23.94489046,11.48935681,-1.352614236,-14.08516747,8.996234757,4.621698864,3.75873573,14.80748152,10.72894767,-6.710203108,14.30281556,7.687935974,3.067800106,11.96238237,15.2242378,-0.109391388,1.030762354,-1.206439344,8.469978179,11.35618307,-17.05210604,12.80344325,3.613616909,
"Congo, Dem. Rep.",COD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,14.31020683,-10.18393768,1.059148476,25.64376743,2.753858893,18.07213543,-22.01564823,28.85023211,15.43813604,18.80351519,19.27026027,13.26965133,17.22130576,-9.741291448,-7.998763236,-17.17929597,41.21032959,-23.86488788,1.434355459,26.30552827,3.842345637,-16.60079697,29.43282672,48.59085465,8.156446627,-1.864644252,23.28162449,14.00402399,0.105899754,-24.50634808,-6.865953854,-38.26479277,-35.09341829,-25.28160398,36.59999231,-5.499989837,-22.88889074,66.85878119,59.41277721,13.28998666,-22.97992368,41.0168031,110.3269172,-2.08454387,23.53105111,-11.74716291,30.06401707,-6.910713047,0,49.0774306,29.56375441,27.06522689,8.017091389,8.6602666,-6.4701075,-3.864786206,38.68836146,22.63202607,-15.27499699,12.04427737,43.588622,24.88738612,
"Congo, Rep.",COG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,11.23188373,-17.58957411,-5.533603356,3.765691897,-2.016127523,6.293759561,18.092065,11.00281852,11.04129616,10.96021586,0.407186592,0.406316693,0.403894144,0.402269474,5.010151525,-4.294000466,-6.181924313,-0.849858333,-20.04278285,41.28736685,47.72232211,45.47757719,-21.39455783,-3.158805693,0.312779273,-21.82628064,-23.70370371,0.821508591,-2.29629762,4.999999993,57.19309703,-42.07598345,87.20083089,74.51057552,-14.36779963,4.068312601,4.871351022,-0.392343292,5.97351632,4.459401364,6.291718185,4.692873259,4.075790011,-2.170348416,17.58122197,1.127553353,54.5980607,-10.92930239,2.169328648,8.165128413,-3.074221781,-0.318193449,-4.112625115,15.94274853,24.05404356,-9.030090242,-41.21653926,-0.137006311,-11.19660303,-35.76899709,24.99997408,5.899999997,
Colombia,COL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,4.154829172,3.485587717,-0.162184388,24.70918658,-18.0386358,39.33695501,-20.59382185,23.69696588,12.51876543,21.14606182,20.14298514,-13.14109038,3.7044987,9.998965094,-10.99368071,12.33219407,9.750321514,20.71907286,0.782452239,18.75286297,4.895900301,7.967563999,-9.073839571,-3.959083703,-6.616463155,4.060957197,5.343267913,6.551323257,-2.823035379,7.84522776,3.41985775,41.34774811,37.0698426,24.25184474,7.260960643,2.290680248,6.193388656,-3.913082677,-24.68064016,5.950423837,8.740143126,0.329050782,8.17004387,10.27210753,12.66134269,17.68181125,13.85802969,12.5117342,-8.647687433,10.82983532,20.22907753,9.375086544,8.524025649,7.760013532,-1.080937715,-3.540902873,1.018839453,5.805419065,7.34397308,-19.90061805,26.70353887,22.29008873,
Comoros,COM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.864923662,6.383621098,4.82102948,4.110261269,2.280373831,1.867213323,1.637988862,2.687520145,-3.18067679,5.091391873,-5.395598995,8.530923627,3.005937378,-5.276682068,3.610129523,-1.291668444,4.030334485,1.282668479,1.924123628,10.84808165,2.332927781,2.324785314,2.104103588,1.919601632,2.83740052,2.646903693,-7.740438673,12.5,14.10000003,-3.000000071,5.900000005,15.70000003,3.100000009,5.417126609,1.023538206,5.059990882,10.78144936,12.11175204,5.702608005,-9.275255643,7.687995178,1.244236096,
