Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.17575723,7.858054186,-6.880117022,-0.070105162,13.34303891,18.75948212,27.26303745,34.41957136,30.55543466,-2.504526895,16.28765383,-7.339083225,-3.508229849,-13.07998546,-10.43565536,26.49996998,14.89827663,9.135577359,8.6,6.400000004,4.899999994,21.3,19.3,5.000000001,16,-33.5,18.6,59.3,
American Samoa,ASM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.952723535,-16.35220126,5.137844612,-6.674612634,1.277139208,-0.378310214,-21.39240506,-15.94202899,-11.68582375,4.772234273,-0.414078675,4.573804574,7.355864811,-1.111111111,-21.91011236,13.42925659,-5.285412262,10.26785714,-27.32793522,3.064066852,
Antigua and Barbuda,ATG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,4.987326163,13.54649266,-2.226883512,16.4898463,-0.262374489,1.451914808,10.96539344,4.801599784,6.521878953,16.42145517,9.672567596,7.487507685,2.014987755,-6.044880181,9.783041097,3.906511317,7.143719402,2.252099999,7.097208619,7.065857311,-4.854897606,2.361100201,0.520747684,7.631148435,15.43871027,3.784134898,10.02418932,8.450563473,1.037007634,4.670202467,11.25677786,9.454558599,7.411056316,9.48845265,4.412879674,9.960152219,10.88374368,4.579075068,1.915451567,9.891868587,8.642389926,-0.491132175,0.504298294,1.329092716,3.45946285,2.9880522,4.156990122,4.019080744,2.421352352,4.710134444,0.850605256,4.603251799,5.305434654,6.073294088,6.888849807,6.393866101,5.485190741,4.107745863,3.905298964,-1.748172242,-8.64058266,-0.47124547,
Austria,AUT,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,6.408084055,10.14509779,5.440721326,10.71102166,-2.399195095,11.05941065,2.3943147,8.72857004,11.32421252,3.681569,4.883444958,-0.084917994,1.583951167,8.320293364,8.954402076,-4.052242512,3.431828839,8.256938593,10.544071,8.572220451,2.937295936,1.319385745,-2.373160958,5.68808865,7.205393676,4.638487732,11.02782101,7.851484706,6.433959554,13.52458428,5.770997978,4.286218233,0.531493444,8.661071784,6.665106633,7.57617272,7.57180863,2.170667462,-14.36810806,13.13107325,5.935361677,1.437694619,0.640652896,2.887601514,3.04914319,2.98810577,4.898007041,5.198419915,4.059606244,-10.56965572,9.127236817,11.18731462,
Azerbaijan,AZE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.79955419,20.34689829,29.19711108,14.8169485,13.45543151,22.98503553,27.05044044,10.46603129,0.768622945,11.80837863,48.9433278,34.31148849,47.53711281,7.795903646,8.133173742,24.19950141,3.594954938,2.199999693,1.499999812,-1.097297149,,,,,,,,,
Burundi,BDI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.69282149,4.356435796,-7.603415732,25.40406227,-4.144899567,60.34135186,-9.69622067,16.95319237,10.51447523,11.40979499,61.78664291,-35.59764773,45.91861473,-1.560548176,38.81270151,-20.1970741,-1.608549522,-13.79136953,5.666743151,32.1585231,11.00004999,-0.48102,-14.9,3.393635507,5.75172,
Belgium,BEL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,4.504870749,11.056462,14.12326443,3.705485395,-8.285391767,12.86701667,2.13993419,2.285601199,6.99617296,-0.150355957,3.391496117,2.778815454,2.626594169,6.471933235,0.332600417,2.737373357,4.966120446,9.632796457,8.151717084,4.573915401,3.05539079,3.666821805,-0.44231603,8.327624197,4.991947244,4.975139624,9.490563471,4.137779245,4.849271879,12.39693981,0.380176642,3.448369544,1.615343493,6.193385434,5.511088341,5.700622512,5.436045383,1.807624091,-11.27529437,10.4390846,4.631280749,-0.486850565,0.3526553,5.196763688,3.721674669,6.201858824,5.470995121,1.077318324,2.388950003,-6.258737035,13.85582863,4.919274342,
Benin,BEN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-21.69824816,-26.50603504,9.836378173,49.25334778,48.00473175,10.13541911,10.42935499,12.22220762,40.09911307,13.42724568,28.03719327,4.672397642,-7.008818957,-0.919791281,0.656751756,-3.576470626,7.068098401,9.672730151,35.89674289,10.84573915,9.191892103,-25.90433685,-27.4587142,37.20177708,27.66798475,-22.38974019,-6.223241244,-18.20435368,1.954903049,74.9422708,17.29396971,20.97810812,13.49644804,2.449470248,-1.757656533,-2.782511249,9.462931858,11.0855207,13.78838051,-10.56854828,4.788231071,10.02367154,1.797845922,-5.209084538,10.03276098,-0.295107913,27.23490038,10.09265441,-4.864682634,4.797788941,-9.710690975,24.09569718,22.73221851,24.94269045,-20.09590702,13.48128014,7,5,8.614557869,-24.96500563,12.55059623,19.08154578,
Burkina Faso,BFA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,3.336678518,0,29.02927095,-5.002188409,13.16278704,1.275034497,34.48132875,-7.69114883,7.404739911,-1.722985659,-7.893938522,4.761902099,46.00627133,24.02866574,-9.887459971,13.15822405,-13.95344847,-21.6213866,13.79227347,-1.082669942,5.054873223,25.43044223,-3.199681635,-18.10628327,26.9059034,-0.413184866,-12.86871299,6.857965323,38.19975409,-0.099930718,-18.70943984,7.080284586,35.68018218,-8.173272774,4.170264594,-1.407782045,-1.878388321,8.773619014,15.5591835,6.540388889,19.78005531,7.079938826,8.255064656,33.50104941,43.17352574,23.51072767,0.197620287,19.45233439,6.56240515,1.549355519,2.616476602,8.54510612,15.19770684,0.260787078,11.89567786,13.39076045,-8.420890045,
Bangladesh,BGD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-11.50110565,20.79654364,4.830608893,3.742608147,-5.189871729,14.33244558,-11.76621835,4.000185206,4.597773716,10.48184611,-27.61810098,-22.88909462,85.74529786,-29.44027276,12.17450361,24.76786434,25.45434968,-7.668830478,16.50449285,0.955083045,-31.76700648,-4.455747303,9.235929925,-0.944640129,7.898771827,-1.149299586,1.90038376,10.67962676,8.901183453,17.78642763,-3.091548166,21.8455919,16.39291604,3.678369103,30.72410679,8.075394542,14.31777893,12.26754876,2.250689225,14.39815673,14.90388964,-0.164097459,-1.696385574,85.61331209,43.00126706,25.47630979,12.97560308,7.080609288,0.02850448,0.941532178,29.33912475,12.53225869,2.451884337,3.201149272,-2.829990167,2.196749645,-1.843280816,6.105919706,11.45647339,-17.50239229,9.191456118,29.3925551,
Bulgaria,BGR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.904975172,-2.006335117,6.421787763,9.253014747,12.58067347,0.656089785,10.28858339,-12.74791076,-14.03202115,-71.35485564,-45.51985486,5.702078934,2.396894981,2.768353244,29.60461808,29.95191148,7.096929792,-17.36830161,-17.72318503,-17.16072045,1.214921711,8.857679245,6.462492725,24.5079062,9.086313204,7.663169205,19.62264081,2.477860447,-11.71557497,11.03918163,12.55377868,2.037765011,9.632015653,3.121288471,6.441185793,8.612468069,5.746720089,1.740652115,3.97045552,-10.37123294,11.1643954,11.62673702,
Bahrain,BHR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.457476458,13.79018747,1.022051482,4.641755548,4.718046947,1.958064934,0.452073683,0.679068706,0.34942271,2.629939915,30.38940949,20.80405381,-0.663753166,-4.067687692,-0.845159187,-2.756663302,3.689753619,3.261611836,0.38085841,-2.548361342,29.47351658,,
"Bahamas, The",BHS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.728247539,-6.024437894,-1.185502919,4.136347525,-0.832934526,2.582560726,3.615220989,-22.31253891,-1.235728149,6.671092523,4.830759528,5.194707533,0.521472162,0.675220457,11.69732616,-2.140201505,1.944158172,-1.42564017,-2.201034347,-3.176339077,1.274613881,6.281918705,49.64866373,0.867421435,-5.44620563,1.39646672,-7.138349843,0.085991322,12.24249457,1.404448042,-45.5072753,22.64805866,39.89627216,
Bosnia and Herzegovina,BIH,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.784223525,-5.176898949,13.0966421,17.47858763,15.72809346,18.77204203,12.38160311,1.145218176,-3.176010958,13.90052393,4.644009562,0.107438474,7.856493211,4.163053343,9.782805057,9.367880679,11.82100474,7.2784585,0.504389421,-15.84752836,24.59393655,13.32211924,
Belarus,BLR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.099997668,-34.00000477,-22.39999139,-1.199999536,-22.00000085,7.799987488,33.90000467,-8.299998212,6.999995175,12.70000593,13.09201603,8.405623778,8.59271526,13.50053359,-2.69998004,8.172465102,5.600577228,2.100095608,-7.832240151,7.669195645,30.4001067,11.19998738,-14.60000078,4.566401293,2.100728764,2.600780234,7.455287988,12.94296498,0.966581573,-3.748865112,10.05002925,-20.84996962,
Belize,BLZ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,49.43798695,-27.17629801,-4.645979165,39.35350943,-7.34877703,15.31715055,16.83810012,8.161669544,10.05584308,-0.415395152,-2.356093364,29.59690262,3.032343741,6.801169288,-5.122780967,5.340450323,13.16353303,5.109626175,11.47411559,10.21722541,4.916492679,9.57493107,13.19875792,5.725630087,10.00604184,12.5993298,-7.692426272,3.970314429,3.362547627,0.204666743,3.082503622,11.13234077,13.08033626,-2.619866226,-6.464343156,-7.926146586,-6.943793893,10.89912451,6.061761891,-25.01616988,36.37169549,11.47384514,
Bermuda,BMU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34685265,7.328828762,-10.23255832,5.851315034,-3.278790266,-9.866383237,4.224925036,8.22046226,
Bolivia,BOL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,0.587371516,7.883211679,18.96869245,6.656346746,3.84615385,13.20754717,23.82716049,0.49850449,2.678571426,-9.710144927,11.55086485,10.41862211,11.23087385,-0.999602607,-4.400049402,10.75869643,-2.009214978,-2.990804393,1.558377816,-4.787638984,1.293032006,-13.12178565,1.904315664,-6.065502904,-18.74205162,19.13248289,1.104869179,6.708906081,24.60970118,11.06842532,7.293800252,1.112805347,5.304598804,15.09650186,9.118289874,4.068659369,-2.110217894,6.482429425,-12.80479664,15.04061126,8.377226923,5.693240418,12.16305313,16.62054629,8.336314822,11.33683318,3.089167777,2.174534532,-10.75565886,9.852630126,4.593155932,13.29558531,4.09489657,10.86546146,-5.918699692,-5.714343178,-4.974505983,5.190009778,-1.819688613,-18.79985751,15.42209165,15.09035384,
Brazil,BRA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,5.194085912,-7.406970941,27.99995372,-13.54186157,3.616848234,11.62784051,-3.125257585,16.12945408,19.44440199,23.46792034,5.509625094,24.16351374,14.25471004,2.333569349,11.57271881,-0.293095515,-0.381963888,13.25176698,9.299890837,22.61429164,21.35279687,-9.191871793,14.27146437,21.98300259,7.041870561,-10.5742506,19.24019897,13.06613133,5.06090217,-4.917221626,-4.828384411,16.53906378,11.68436707,4.006498297,-2.031661018,-0.419864501,11.01928874,4.908205311,5.706289578,12.86054934,9.230526936,6.476821949,11.01593941,14.4737797,9.644173603,4.837427902,6.176101639,0.409250958,-9.247066493,11.72172154,4.811946379,0.707641621,1.830295076,-1.569680422,6.819563948,0.863125556,4.908793377,4.053083682,-2.561421037,-2.290905851,5.867547321,5.544349056,
Barbados,BRB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.277560912,8.769074128,6.041900553,-2.787087701,2.848847557,16.81369066,-3.443588592,-5.068042738,-9.952216311,13.96157325,11.88941098,1.303036186,5.771518101,2.263688931,-0.714021623,-1.260144995,3.6700856,-9.637389612,-6.216043209,-5.271720996,-7.797476451,-3.000238114,1.211030194,-5.67547902,0.857118368,-10.80139373,-1.89505907,-2.705136845,2.846839792,14.88085801,7.524922208,8.763342359,6.912018589,
Bhutan,BTN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05155175,0.360236776,-43.16998297,10.78968289,47.97289217,7.182305558,19.92208119,7.901741737,9.053825683,3.27067258,-1.443754199,2.917203743,16.26215424,27.71864166,34.34982564,51.66732208,15.76654844,-9.842167394,-2.386908816,7.521286139,3.202967253,-2.400577934,3.871710917,-5.290830225,-3.176506224,-5.278638504,6.450965722,0.263572537,26.1406971,-19.67471406,1.037842564,,
Botswana,BWA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,28.43663632,18.32805369,13.74437983,6.474686211,8.361321322,3.648722589,23.02869751,35.00778163,7.826910903,8.806901306,9.430737321,17.73909777,15.18659395,-3.479301671,-0.26038708,3.508404766,-4.598818834,-0.897205479,6.84526609,10.88522675,13.47033689,12.94134653,-18.1935533,27.64853841,0.803306132,-4.344324198,7.345978463,-6.999482862,7.389013258,18.19076771,3.132851262,8.795732052,-11.78465657,-32.02892681,18.20090464,-0.81079789,16.78476894,39.66843488,1.154219754,-7.360131945,-8.3684007,-5.457448651,11.88241059,-8.817692241,-18.56895217,31.68559869,-5.605506412,
Central African Republic,CAF,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.55536172,45.40797903,6.750181654,-24.82078544,13.71619802,9.989669682,-8.229295044,22.93529432,-52.05614316,1.952319333,-2.841008155,-11.995482,-6.540998874,
Canada,CAN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,4.63532505,8.807474357,13.58031841,4.503677942,13.13034427,10.7327097,12.29431623,7.988767378,8.392583199,4.868107612,8.625524078,10.07787941,-4.512209692,-8.286947598,7.828118514,6.465346464,10.003014,3.81626005,1.082924285,1.703477564,-1.348056683,5.760573747,18.6523207,4.540196799,4.525617506,3.20193011,9.084118241,0.892645923,4.603181096,1.665931144,7.486025108,10.79439411,12.82353867,8.869027803,5.955018681,8.630818402,9.519735558,10.79228265,8.965365384,-2.693940739,1.200489256,-1.6917597,5.558725587,2.280533138,0.886689484,1.083611997,-4.553925352,-12.95027078,6.675847603,4.797253977,2.764197415,2.453413987,6.319079296,3.3988369,1.52524564,1.490838202,3.574121775,2.286555545,-8.980875727,2.729317641,3.200737349,
Central Europe and the Baltics,CEB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.542992431,12.35075205,6.225205845,0.842830811,12.6129209,7.597341728,6.075377735,10.34004649,14.75895494,12.7678251,15.06231425,12.51945481,5.709706331,-10.22446031,13.45239919,9.117662987,3.495945552,5.297416567,6.306622315,5.998691708,7.132116924,7.588205279,5.206498131,4.273087184,-5.685018041,11.53244883,8.557522673,
Switzerland,CHE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,3.887580018,6.366434615,7.85866643,1.030782073,-6.568832705,9.304412463,9.716710234,3.717100756,2.465424522,5.070422299,15.13868544,-1.960988482,-2.739926512,15.69462826,7.989973151,1.526708233,-2.360656599,7.596382466,5.783023304,1.947061017,-1.561213844,3.946371903,-0.604456531,1.336940255,2.776067244,3.018592388,14.78991521,2.627171851,3.319211032,12.13383541,0.100569746,-1.758832397,-1.177053764,9.840785871,6.473468985,6.431414569,11.28370785,4.163657556,-8.709296484,12.60579124,4.040600361,0.688025957,14.17196107,-5.034251057,4.023777218,5.977682925,-0.376952419,3.372864315,-0.678189142,-5.240192334,13.76643215,5.932572076,
Channel Islands,CHI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,4.944576187,2.609283584,5.269265918,9.228659756,-0.844559146,4.010021612,3.270591918,2.031684932,3.565401187,2.073149759,0.816095209,-15.0952231,2.797857499,45.9187833,2.353407496,24.3411992,11.89344174,11.18188006,14.16430949,14.3198087,-8.910723438,4.697527111,0.029391585,2.262263169,12.32067148,10.09383317,6.74026828,11.55570207,16.11099337,8.617182881,12.43338564,13.92681611,3.534209216,11.62760173,10.9836199,11.78496976,12.59696999,6.428251422,6.994379495,6.071714246,7.61128847,3.24305535,7.010464588,15.0145102,3.273615524,5.224982433,6.75243561,-0.504192817,-4.20281597,1.868792132,5.192210482,0.323147095,3.060162542,0.461422331,-2.331673024,0.598357065,-0.961650528,4.885149554,-2.548880907,-0.910570303,-1.370182156,1.370200682,
China,CHN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.588525347,3.308716927,6.823129646,-7.000359205,-6.329380611,3.543013784,-13.05726817,12.35106044,5.62160348,5.722225569,-8.423449932,-5.625793571,18.82426997,-9.054527752,0.326099922,10.46495452,-12.83794442,5.748372811,1.662840061,-0.836820084,17.54018169,-3.717607717,9.000948896,10.74088848,10.55067157,10.17669068,
Cameroon,CMR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-4.260246527,-2.912625097,-11.58334369,6.880339573,3.755119035,-0.338989516,0.54000088,4.329350932,10.98430917,8.944483607,-1.750099684,5.000287628,2.609109889,13.66825804,-10.2910944,16.08515471,-11.92272492,31.76937208,18.57375815,30.68180793,27.3987165,-15.79730486,19.58116281,44.27405909,8.912332266,-13.85123805,-12.03299937,4.599756588,23.17223971,-9.826537657,-4.100002661,5.300000715,-18.73410618,10.88915396,15.40294851,17.14673468,6.739019599,-7.076067036,-3.817582077,9.841394395,6.309494483,-0.263272447,-11.8131643,8.94036886,-6.179781588,9.655355911,14.29280011,-3.2304097,-11.99150722,13.18433338,5.095440139,1.225942664,3.255863515,11.23918545,4.768816995,2.756806186,-1.570903989,2.129363229,11.2229548,-14.36107682,3.483530851,3.345471311,
"Congo, Dem. Rep.",COD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-9.75525758,-9.834185664,-14.52345423,19.08291665,-12.74013069,1.254661085,-4.992934014,44.03130133,0.520781777,13.29416304,11.44778919,6.702458034,9.442362699,-7.739915466,-6.241436533,-6.271371571,-0.295980271,25.08611439,-16.23911094,21.55223444,-13.47426494,-10.21288844,36.44956174,68.37717126,6.786745939,-5.974686604,7.964886724,1.832806812,-5.970148434,-0.980387899,-17.11456704,-41.75199403,-8.886720852,-7.502672626,20.39999619,15.39999654,-22.11221321,24.15254574,49.48806001,-3.626106619,-19.49458484,82.47384155,14.74503379,2.739603784,12.99835838,-9.366854271,26.73,4.684999999,-28.28055238,40.02547833,25.07110186,11.83083644,9.071434914,21.38688213,4.097902381,-0.875603936,7.344238952,14.24457963,1.442734799,7.996419419,8.231802419,18.91340822,
"Congo, Rep.",COG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,7.50000109,73.64341166,19.19642832,9.737827848,0.682595142,-9.623532503,10.18538992,28.99148702,28.99016283,29.54549711,3.508658277,3.578176125,3.4545503,3.514912411,0.169764346,3.050940203,10.85508338,9.643859493,4.465383401,21.76182509,9.255447424,9.139499369,17.26235742,9.792477317,-6.497342015,-3.474415642,0.392670127,13.03780968,7.670129969,7,-5.991437552,0.710524764,7.955153652,-2.638391558,15.41619615,4.155392041,11.91827409,8.969203878,2.202086942,-1.210697657,-5.677850311,1.277480822,-2.50565561,-2.180697398,9.915286976,4.052998616,-17.03207511,4.478556011,15.96344001,2.820073662,5.857567526,-8.423954424,-6.878883731,6.671173698,-4.533391504,4.872868764,2.113638025,20.60767498,-3.742078917,-9.40212701,-1.000001522,-0.731230445,
Colombia,COL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-6.667605314,8.100064223,-2.414264657,5.823001105,6.410399731,-0.732978608,5.543400974,8.897986676,15.91833821,-5.507317777,4.568362518,11.88482872,7.555052169,-3.342137514,14.44160669,-3.189912138,-4.499218158,25.16964316,8.352999877,5.106600123,-11.8330373,-1.557946197,-0.892260256,10.30519114,14.35185763,20.70523524,7.788356344,0.250807365,8.404873071,17.59352881,11.95906874,5.585878187,6.219843311,0.042863939,3.560838214,9.603018028,3.151398102,7.375476343,5.923905693,6.146448189,2.810876871,-2.377414561,7.360295716,9.808607595,9.170826813,9.518297872,6.219887476,2.036755238,-5.206301862,2.062365114,12.25754177,4.47327653,4.676889376,-0.288954532,1.658029415,-0.208836234,2.569366531,0.642348451,3.084097741,-22.658172,15.88707338,14.84029397,
Comoros,COM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.864923665,6.383621096,4.821029479,4.11026127,2.280373834,1.867213324,1.637988862,2.687520141,-3.180676786,5.091391872,-5.395598928,8.530923182,3.005937808,-5.276682172,3.610129711,-1.291668596,4.030334351,1.282668772,1.924123459,10.84808133,2.332927991,2.324785314,2.104103557,1.919601747,2.837400476,2.646903785,-0.808854344,-1,18.90000016,14.69999992,3.999999815,-1.599999916,10.8000001,7.06635368,4.534640934,8.669215644,11.7931107,19.2378632,6.837165596,-45.92588168,48.17388963,22.64335028,
