Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Benin,BEN,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,1.388402472,6.573556673,-0.936857284,9.841197347,-2.162779033,-1.323491779,6.182296621,-2.155830935,7.375957274,10.91595729,17.97108131,-4.240180951,-6.574545752,2.017023778,5.931458164,8.004985918,1.881715567,-3.128535047,-12.49512882,14.36940774,1.366154164,2.840377831,5.105195746,0.179564149,6.943447202,2.264006458,6.170111147,4.214635484,5.896489711,12.51464694,7.448235244,2.532759563,5.711356475,3.171725847,4.859523362,5.481408309,8.288261992,12.90262818,-0.341556774,2.429125284,8.711358193,5.60945995,8.75567464,4.988389781,-0.024821292,1.851688747,5.462127354,5.700311558,5.217024328,4.856620359,6.647837618,6.006101743,
Burkina Faso,BFA,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,0.343894584,7.543875626,-4.168472055,16.83612821,-4.309262155,7.635702386,16.38399784,4.738221733,20.13479093,-4.798795752,5.330213358,15.30696581,3.262069809,-2.27692846,9.077328586,5.298995458,2.158953645,2.471811914,5.450391744,-0.120866923,5.211210183,-2.50718786,-0.354161255,-4.944443144,7.624774314,13.85615766,7.797614154,2.891480185,-0.059618555,9.200659173,7.210837005,6.91206337,4.287430796,7.85212663,9.130450363,10.22745139,4.518903098,3.225319243,5.938686912,2.664269088,6.561330967,8.593800638,5.426712723,5.06286248,5.537845491,6.735049069,6.153708538,5.115082768,8.778562007,-2.478247766,12.23370751,6.001520405,
Bangladesh,BGD,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,0.629359941,0.63898492,4.394314995,1.316838814,5.337387207,3.193783989,6.014514688,-0.328984944,7.657829225,-1.111667137,-6.793181954,-5.648584533,8.643388867,-0.888034807,5.853699239,3.301799074,7.332971973,3.568337715,-1.946641571,8.971776236,3.445880622,3.295313821,3.959340618,4.163731874,3.528473962,4.023559063,3.766170271,3.08289909,3.303802579,3.151218209,3.388203794,4.201321427,3.876905452,4.050693692,4.593649389,3.80684046,4.08626922,4.539845517,4.448852114,5.284413653,5.371549262,4.837153078,4.978851151,5.21309951,6.195592441,6.602113389,6.485114126,5.762382723,5.079970246,5.528829338,6.216625877,6.576056541,5.514156264,5.624357478,5.801061762,6.246900711,6.374987958,6.553621083,6.879814231,3.932862738,5.732182069,6.256646136,
Bulgaria,BGR,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,9.327494904,-11.31557652,17.09895472,-7.668332265,19.82287242,-8.558199824,24.54588831,14.53595572,-9.193822518,-6.058096216,4.049327573,-26.90000002,0.600000247,-3.099999978,3.999997091,8.792420203,-30.04771802,10.28986792,-13.14740798,4.669310394,3.866651466,9.43098303,3.657375215,5.483446293,9.63206287,7.277959553,7.816646903,4.236003122,0.935326351,7.044110686,1.538602649,-0.441175816,-1.528627169,0.654263231,3.200030191,1.679750244,3.894347783,5.317567501,5.071432398,-2.630052101,9.341587491,3.820267827,
Bahrain,BHR,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.790912491,7.786345858,4.961305301,6.297067745,2.501517326,8.06766318,2.950216296,4.524995438,3.19098036,4.425187698,6.909116001,2.440958327,-1.419283207,-7.129178191,4.059826391,4.866242786,
"Bahamas, The",BHS,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.695688115,-12.40803895,2.942206866,3.086563422,0.904288318,5.346751727,3.772778524,-15.33649344,3.500090857,10.56654737,1.561030427,4.898553165,1.835588168,-2.394703955,2.763743742,2.43461668,-1.358770094,5.837656495,-4.471314315,-4.467444569,0.587707595,-0.11433929,0.361725752,-0.976333048,2.483327382,3.692048328,-0.738131368,1.144367158,3.758083496,1.174720107,-16.99044602,11.68913227,9.034841544,
Bosnia and Herzegovina,BIH,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.624220341,5.07179273,4.700720648,5.236906843,1.841952777,4.344382733,5.732530359,4.329455642,-1.86413282,0.969971971,1.721610178,1.184238286,0.401429193,2.628010242,1.19470775,2.04633271,3.853301329,3.194456403,4.961047081,-3.963464243,7.607670031,5.343596452,
Belarus,BLR,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.848992762,-14.53592291,-9.007716871,2.769590845,-14.2852191,1.883102089,13.84034835,10.10053056,7.290682612,5.400232832,7.330058463,3.106621986,4.461252436,7.055360245,8.173053237,8.096701033,4.611974544,4.823325273,0.818638041,9.244380627,7.709143973,-0.971989699,5.680743767,3.001888313,-1.478917,-2.548115044,1.385036429,6.666423477,1.451728737,-1.339940335,2.793152932,-5.439497432,
Belize,BLZ,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,1.514590599,-0.272796134,1.029411093,3.373867326,0.965690168,4.425977101,7.805718337,7.89097001,11.8885972,7.09612662,6.668414568,12.24924046,5.228460437,2.715637899,0.866072447,1.175634507,4.080231056,6.648796323,8.35277269,8.712359188,4.56782109,5.233969451,5.851301278,3.172373928,4.123660232,1.137047223,4.4016936,-0.854118411,-0.88972516,2.742827864,0.420434218,5.250768755,4.83720348,2.439789571,4.556911843,-0.659857191,-0.912873497,1.508004079,5.021410101,-16.86115785,16.5768381,9.780636067,
Bermuda,BMU,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.387847602,-4.97180333,-0.253454599,-3.435877702,0.232163335,-0.83302538,3.575379696,-0.680826353,-0.470838663,-6.846946868,6.161819196,,
Bolivia,BOL,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,2.525252525,7.600281491,5.511136494,3.193504734,1.337529505,7.608695652,6.661856663,11.31905299,8.041320641,6.224221972,5.142449719,5.501243219,4.504673398,6.117218934,9.201120556,8.04546862,5.553053872,4.97585759,2.774545119,1.225813879,3.10537586,-4.055490356,-4.221168477,-1.615168533,0.075828264,-3.709721579,1.754871095,2.043656395,3.714404624,3.103831557,4.335752973,4.169782618,4.272436053,4.32210742,3.668292449,5.50678297,7.485016835,6.192467924,4.309610566,1.775355581,1.667237436,1.356683485,1.212624682,2.300711353,2.204794148,3.963156923,4.53691778,4.020272427,4.906889181,5.160633399,4.550407741,5.387755764,6.330025996,5.31913892,5.996634827,5.569320272,4.895247506,5.264304891,3.513039598,-8.507726041,4.798898786,5.469417001,
Brazil,BRA,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,11.19666888,12.43297361,15.64142448,10.57569434,5.035088503,11.56596393,5.016697529,6.164438076,7.747477408,9.15,-2.48,2.11,-0.53,5.35,6.94,8.1,3.14,2.33,3.54,-0.76,1.959999997,1.520000001,3.21,1.802521991,1.298120488,2.299137668,2.534233805,1.421481522,1.820315187,3.846752151,2.06371409,3.122349535,0.991319772,5.00955573,3.660628385,4.331245111,5.826511239,4.824019138,2.066823771,5.803652852,3.457822445,2.902909934,2.753827776,0.985403435,-2.733761529,-2.221343646,0.765663235,2.08714373,1.512101759,-3.738107184,5.22391372,4.158663386,
Barbados,BRB,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,0.800663631,5.827699247,4.145713259,8.366885582,4.190110016,0.092437988,-4.672385471,-0.784989471,3.126206099,3.125,4.91743785,5.534417158,3.572599147,4.367088607,-3.911461492,-3.770906437,-5.082800096,1.744689693,4.82173175,1.166179339,2.385526488,4.503519178,7.092623584,-0.978064663,5.813461864,-2.213628707,0.204555785,3.320630536,1.659641036,2.902307583,14.16399763,3.069580067,0.043900643,-5.097317574,-0.933715172,-0.828088771,-0.258091941,-1.826539621,-0.119383547,2.545753714,3.321172855,0.465899934,-0.695609059,0.296640038,-14.76617178,0.338412382,12.91388461,
Brunei Darussalam,BRN,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.580429531,-0.76601205,3.838507271,2.702788524,2.226698733,2.88108595,-0.465565256,7.433857247,-1.176620352,1.882905457,2.51156631,6.103675112,2.767821312,1.648335809,1.995892471,4.122050041,7.406385279,9.237564703,2.644359592,2.08956993,3.812311995,4.935760298,5.542527252,4.673689962,0.593339967,-1.131996315,-1.671275984,1.084381523,0.781851181,3.447955412,-2.082968443,2.470185792,3.769780909,
Bhutan,BTN,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,4.000618711,-2.122482797,2.49940814,3.682223104,17.40798386,14.11379818,14.0442359,10.10914444,9.628465249,32.58173559,1.73912339,-0.218155838,5.847384437,2.42366875,5.163557798,13.27301467,11.39274531,11.18541876,6.726929412,12.07831856,5.924483393,7.23283141,9.374427816,10.79916392,14.80226624,8.156646566,6.064800899,4.674285454,13.26635431,12.13350637,13.25636623,0.666123571,1.621037464,8.240239024,8.504916207,9.800436079,6.717971346,8.86191328,15.26722048,-7.628418815,5.792265736,,
Botswana,BWA,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,10.12219865,8.623131565,9.677939793,0.253382449,-1.240601633,4.032139343,3.513198734,12.17828742,-4.298468331,-3.828002122,28.17586031,26.42067868,16.41301131,10.17369729,8.794720154,12.30448989,3.918808134,10.41488717,11.93750272,1.597646112,6.233324505,7.069952048,2.715111252,17.88143981,23.97774156,11.74984025,15.62583756,28.02665754,20.14068937,8.553599996,6.395537709,6.965627011,10.03968556,11.08224236,10.1504591,10.11187151,7.401186623,3.267525315,10.16349356,-1.231846721,2.905599903,5.67084419,3.545719406,-0.983136183,3.601338903,9.322534767,8.517734143,9.132919315,3.163370726,5.710834928,6.556609205,3.395159536,8.622238418,5.495894365,-0.547371483,10.28888189,3.823296445,3.195879039,6.847372747,-1.260704098,8.198908814,4.714351865,
Central African Republic,CAF,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.103892094,5.566150907,6.396843773,-17.98692578,4.26192305,5.249692761,3.915635818,5.91008876,4.242383945,12.32871854,-1.209390701,-16.72760682,-0.345306627,
Canada,CAN,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.106398554,4.73461349,4.976776339,2.674760927,3.577015921,2.107959914,3.131427967,3.307672737,3.640123634,2.803858491,1.451607249,-0.652118131,2.480009751,2.830654407,1.7750326,2.149230944,2.648569948,1.447723574,1.887763119,2.912193495,2.817286926,2.61711633,-4.659322933,5.624664851,3.895135334,
Central Europe and the Baltics,CEB,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.472958721,3.721757512,3.236202341,5.281676099,2.794785449,4.178483141,3.0564573,4.173587307,5.27903653,5.54117764,7.126649572,2.648829688,-1.716269362,0.510979047,2.506205565,5.851482493,0.255116723,1.381133025,3.886565028,3.282963907,5.899824762,5.578991945,4.48871966,-1.972494792,7.855652976,4.78893337,
Switzerland,CHE,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.849670123,0.210088747,-0.099484735,0.332016702,0.816079613,1.351725847,2.731794547,3.65517931,1.463566749,4.667605103,1.139660988,-0.208105525,0.226984865,3.400502543,2.318247787,3.870064388,4.013860769,3.001430202,0.152319837,2.207293212,0.386072799,2.327656052,1.791488414,2.945213415,2.390983788,2.165400506,0.410745548,2.052922042,0.72001375,-1.407690582,2.57702788,1.653431649,
Channel Islands,CHI,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72418931,0.87448033,1.621723082,-7.098785465,6.243087355,,
Chile,CHL,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,4.166104591,1.823832855,5.433907072,2.497009419,2.08212783,10.12816325,4.594863384,3.303724091,6.258073895,2.391970028,9.985529301,1.190869766,-2.893129562,-3.374829204,-6.178849071,3.328107125,10.4844562,9.790743352,9.055420254,9.396229765,5.413249718,-9.882273796,-8.316448409,1.494646609,4.770308913,7.695940937,6.461078572,5.637090934,10.3103542,3.619396973,8.696580885,12.07052617,5.82915721,5.149098801,10.08994842,-6.744942709,8.19730947,5.57051591,1.873404938,5.437801334,4.325320633,4.895478742,6.239691677,7.512787488,7.361863043,7.373325901,8.421969165,6.903681626,-0.44787192,7.103510425,7.769303476,6.346769049,3.193997559,2.552007733,2.588436066,2.533392615,1.627937638,3.536937973,1.615252273,-7.690564214,14.68012543,5.212921454,
China,CHN,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,7.8461901,6.06181082,9.586057363,12.65289743,14.63349669,19.38346502,18.11368966,12.31769081,14.68168199,13.17160363,5.83808887,2.668735123,9.204204012,12.60032902,12.16995535,11.3683801,10.08279153,9.215581027,10.43125126,8.402165453,9.249144512,9.776352064,10.25938834,10.48563576,9.539808455,10.12003644,12.35794853,14.1342093,16.07149499,10.47584062,9.586585829,9.668981507,9.488129441,8.014099767,8.299168468,8.341816937,8.776709627,8.096079971,8.269773322,7.983510025,7.181100219,1.947122185,8.485871369,2.29489066,
Cote d'Ivoire,CIV,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.608444107,7.216439467,-7.100408396,18.32347247,4.745918314,8.128053634,-12.41378717,9.616781206,4.209485277,2.230589731,3.982970225,-0.206183596,8.571934515,6.776110584,
Cameroon,CMR,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,4.784888523,-23.58017293,-42.25135646,-4.159553633,20.02641245,2.826509539,33.26151697,-0.507695638,17.4962651,25.18065051,-9.354449782,23.7518742,46.91521907,-6.222569851,-12.39502662,14.06244584,8.025074852,11.56749807,0.835463915,9.255386372,7.15457099,-7.729824942,-2.725956537,-10.00884189,-8.264691869,-2.254064501,-11.0439084,-21.77596042,2.225519024,5.776015802,5.215520965,6.11722717,4.193251164,3.752006405,5.291322518,6.331290263,2.206406235,8.692136299,9.591774927,7.015890481,3.462711603,7.631171001,6.600702228,4.845344972,4.675114483,6.327615149,3.055582376,5.338699778,6.296392965,3.229784256,4.428686026,4.7589109,5.094494314,3.147384862,-0.5164785,3.018904733,4.292635287,
"Congo, Dem. Rep.",COD,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,7.083678989,-25.79389742,-20.86500331,-1.949051448,10.5552693,-0.627626481,-5.325159535,10.60584197,14.33557956,-1.130594357,11.58186128,-8.774546888,9.616076148,4.981587787,-3.187686341,-7.687035368,-5.124275879,7.204752938,21.5155989,1.187704642,2.153090785,12.03842351,1.982834774,3.772135401,-21.3049573,-6.756343825,2.875476756,-2.760872152,-2.356533162,2.332015095,-9.717613844,-16.85761675,-0.161555321,4.956742346,11.06915223,9.395691721,3.743021927,6.278777969,11.7087204,9.609404498,3.992644322,-4.550385519,1.033007925,6.61161569,7.831399944,6.838013709,9.070483371,4.50340724,2.967969288,1.315770075,5.66283343,0.128498172,5.538931436,3.338173876,
"Congo, Rep.",COG,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,12.38804204,7.358328597,-6.003454055,3.693663826,7.19880375,-2.136984906,-7.415643382,12.13498844,13.22036096,2.285470591,12.04076392,10.81474433,7.287673632,2.533631448,0.173029705,-2.730650927,-5.353437541,9.631977246,2.874895679,16.029173,36.44797246,19.10168737,-0.71592404,7.596109861,1.027734454,-7.097735803,-2.628403255,-0.143747485,-3.10325878,-1.888847537,7.486141683,1.281318646,-3.670964327,-8.164649043,2.342061108,3.152348225,-14.18559513,1.811613247,-9.345179228,15.75885033,12.3054563,7.400916694,4.581398264,4.608737397,3.781327451,10.04449584,12.26819041,-1.222096115,-2.367478441,4.664700307,10.98492431,18.31499329,5.288305944,7.011310606,0.518770244,-1.615815601,-13.27198438,-2.154764399,2.062990085,-11.74536817,2.000000748,3.099985232,
Colombia,COL,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,5.804622601,2.869045817,5.363447558,6.809408828,8.527554998,9.261083046,6.616302444,7.35586602,6.308531674,2.795749352,5.22271992,5.723238833,7.963071708,5.133274338,5.001703912,4.318074286,2.963468303,0.961454451,1.572500528,1.948240979,3.776055263,5.020434737,5.616581039,2.606764822,3.972521964,3.193945565,5.957113012,6.385338164,8.041253642,7.208516501,7.1565129,5.144662462,0.228391934,-3.828384207,1.431504433,1.961943345,2.330368652,3.48827478,5.294116549,4.683748488,6.312251391,6.688097566,3.228692308,1.562048628,4.92161737,6.35289533,4.333557255,5.358069934,5.469644488,3.601152442,2.376415349,2.576482579,3.663239616,4.431348818,-4.810526807,12.00909446,8.22597068,
